,irrigation_scheduling_method_standardized,plant_yield_kg_per_hectare,latitude_decimal_degrees,longitude_decimal_degrees,altitude_numeric,plant_type_standardized_to_10,soil_type_standardized,water_productivity_kg_per_m^3,doi_url,processed_at,relevance_score
1536,Soil Moisture-Based,6314.0,38.85,100.81,1200.0,Wheat,sandy loams,1.67,http://dx.doi.org/10.1007/s002710000019,2025-11-25 14:57:31,8.0
1537,Soil Moisture-Based,6297.0,38.85,100.81,1200.0,Wheat,sandy loams,1.52,http://dx.doi.org/10.1007/s002710000019,2025-11-25 14:57:31,8.0
1550,Evapotranspiration-Based,6714.8,14.3,38.72,1782.0,Maize,loamy sands,1.778,https://doi.org/10.3126/jnarc.v6i0.28124,2025-11-25 15:18:51,8.0
1551,Deficit/Partial Irrigation,4548.6,14.3,38.72,1782.0,Maize,loamy sands,1.607,https://doi.org/10.3126/jnarc.v6i0.28124,2025-11-25 15:18:51,8.0
1552,Deficit/Partial Irrigation,4310.8,14.3,38.72,1782.0,Maize,loamy sands,2.288,https://doi.org/10.3126/jnarc.v6i0.28124,2025-11-25 15:18:51,8.0
1553,Evapotranspiration-Based,3075.2,14.3,38.72,1782.0,Maize,loamy sands,0.815,https://doi.org/10.3126/jnarc.v6i0.28124,2025-11-25 15:18:51,8.0
1554,Deficit/Partial Irrigation,3964.5,14.3,38.72,1782.0,Maize,loamy sands,1.4,https://doi.org/10.3126/jnarc.v6i0.28124,2025-11-25 15:18:51,8.0
1555,Deficit/Partial Irrigation,2647.5,14.3,38.72,1782.0,Maize,loamy sands,1.402,https://doi.org/10.3126/jnarc.v6i0.28124,2025-11-25 15:18:51,8.0
1556,Evapotranspiration-Based,7323.3,14.3,38.72,1782.0,Maize,loamy sands,0.972,https://doi.org/10.3126/jnarc.v6i0.28124,2025-11-25 15:18:51,8.0
1557,Deficit/Partial Irrigation,5238.2,14.3,38.72,1782.0,Maize,loamy sands,0.925,https://doi.org/10.3126/jnarc.v6i0.28124,2025-11-25 15:18:51,8.0
1558,Deficit/Partial Irrigation,4032.3,14.3,38.72,1782.0,Maize,loamy sands,1.068,https://doi.org/10.3126/jnarc.v6i0.28124,2025-11-25 15:18:51,8.0
1569,Soil Moisture-Based,9888.3165,-2.1166666666666667,37.7285,975.0,Maize,sandy loams,1.97,https://doi.org/10.56369/tsaes.3966,2025-11-25 15:47:59,9.0
1570,Soil Moisture-Based,9434.724,-2.1166666666666667,37.7285,975.0,Maize,sandy loams,1.96,https://doi.org/10.56369/tsaes.3966,2025-11-25 15:47:59,9.0
1571,Soil Moisture-Based,8890.413,-2.1166666666666667,37.72833333333333,975.0,Maize,sandy loams,1.98,https://doi.org/10.56369/tsaes.3966,2025-11-25 15:47:59,9.0
1572,Soil Moisture-Based,8164.664999999999,-2.1166666666666667,37.7285,975.0,Maize,sandy loams,2.06,https://doi.org/10.56369/tsaes.3966,2025-11-25 15:47:59,9.0
1573,Conventional/Fixed Scheduling,7620.354,-2.1166666666666667,37.7285,975.0,Maize,sandy loams,2.2,https://doi.org/10.56369/tsaes.3966,2025-11-25 15:47:59,9.0
1574,Soil Moisture-Based,9253.286999999998,-2.1166666666666667,37.7285,975.0,Maize,sandy loams,2.3,https://doi.org/10.56369/tsaes.3966,2025-11-25 15:47:59,9.0
1575,Soil Moisture-Based,8255.3835,-2.1166666666666667,37.7285,975.0,Maize,sandy loams,2.37,https://doi.org/10.56369/tsaes.3966,2025-11-25 15:47:59,9.0
1576,Soil Moisture-Based,7711.072499999999,-2.1166666666666667,37.7285,975.0,Maize,sandy loams,2.48,https://doi.org/10.56369/tsaes.3966,2025-11-25 15:47:59,9.0
1577,Soil Moisture-Based,5443.11,-2.1166666666666667,37.7285,975.0,Maize,sandy loams,1.98,https://doi.org/10.56369/tsaes.3966,2025-11-25 15:47:59,9.0
1578,Conventional/Fixed Scheduling,2721.555,-2.1166666666666667,37.7285,975.0,Maize,sandy loams,1.66,https://doi.org/10.56369/tsaes.3966,2025-11-25 15:47:59,9.0
1584,Soil Moisture-Based,4345.41615,32.55,35.85,589.0,Wheat,silty clay,1.13,https://doi.org/10.3390/agriculture8050067,2025-11-25 15:52:38,9.0
1585,Soil Moisture-Based,3719.4584999999993,32.55,35.85,589.0,Wheat,silty clay,1.07,https://doi.org/10.3390/agriculture8050067,2025-11-25 15:52:38,9.0
1586,Soil Moisture-Based,3456.37485,32.55,35.85,589.0,Wheat,silty clay,1.07,https://doi.org/10.3390/agriculture8050067,2025-11-25 15:52:38,9.0
1587,Conventional/Fixed Scheduling,2032.0944,32.55,35.85,589.0,Wheat,silty clay,0.82,https://doi.org/10.3390/agriculture8050067,2025-11-25 15:52:38,9.0
1588,Soil Moisture-Based,3882.7518,32.55,35.85,589.0,Wheat,silty clay,0.93,https://doi.org/10.3390/agriculture8050067,2025-11-25 15:52:38,9.0
1589,Soil Moisture-Based,3147.93195,32.55,35.85,589.0,Wheat,silty clay,0.95,https://doi.org/10.3390/agriculture8050067,2025-11-25 15:52:38,9.0
1590,Soil Moisture-Based,3020.92605,32.55,35.85,589.0,Wheat,silty clay,0.91,https://doi.org/10.3390/agriculture8050067,2025-11-25 15:52:38,9.0
1591,Conventional/Fixed Scheduling,3528.94965,32.55,35.85,589.0,Wheat,silty clay,0.97,https://doi.org/10.3390/agriculture8050067,2025-11-25 15:52:38,9.0
1592,Deficit/Partial Irrigation,132902.60249999998,-21.247222,-48.28472,570.0,Perennials,clay,14.669999999999998,https://doi.org/10.5539/jas.v10n7p174,2025-11-25 15:59:13,8.0
1689,Specialized Irrigation Delivery,10177.1097729,46.2831,-119.4425,226.0,Vines,loamy sands,2987434.18593675,https://doi.org/10.3390/rs9090961,2025-11-25 16:44:56,9.0
1690,Specialized Irrigation Delivery,18291.8977416,46.2831,-119.4425,226.0,Vines,loamy sands,5291791.133766749,https://doi.org/10.3390/rs9090961,2025-11-25 16:44:56,9.0
1691,Specialized Irrigation Delivery,10401.2751864,46.2831,-119.4425,226.0,Vines,loamy sands,3077962.4946015,https://doi.org/10.3390/rs9090961,2025-11-25 16:44:56,9.0
1694,Conventional/Fixed Scheduling,9334.0,31.1,30.933333333333334,4.0,Legumes_Grains,clay,0.81,http://dx.doi.org/10.1016/0378-4290(94)90002-7,2025-11-25 16:49:17,8.0
1695,Conventional/Fixed Scheduling,10220.0,31.1,30.933333333333334,4.0,Legumes_Grains,clay,1.1,http://dx.doi.org/10.1016/0378-4290(94)90002-7,2025-11-25 16:49:17,8.0
1696,Conventional/Fixed Scheduling,8298.0,31.1,30.933333333333334,4.0,Legumes_Grains,clay,0.82,http://dx.doi.org/10.1016/0378-4290(94)90002-7,2025-11-25 16:49:17,8.0
1697,Conventional/Fixed Scheduling,9944.0,31.1,30.933333333333334,4.0,Legumes_Grains,clay,1.2,http://dx.doi.org/10.1016/0378-4290(94)90002-7,2025-11-25 16:49:17,8.0
1698,Conventional/Fixed Scheduling,6637.0,31.1,30.933333333333334,4.0,Legumes_Grains,clay,0.91,http://dx.doi.org/10.1016/0378-4290(94)90002-7,2025-11-25 16:49:17,8.0
1699,Conventional/Fixed Scheduling,7414.0,31.1,30.933333333333334,4.0,Legumes_Grains,clay,1.1,http://dx.doi.org/10.1016/0378-4290(94)90002-7,2025-11-25 16:49:17,8.0
1700,Conventional/Fixed Scheduling,10162.0,31.1,30.933333333333334,4.0,Legumes_Grains,clay,0.83,http://dx.doi.org/10.1016/0378-4290(94)90002-7,2025-11-25 16:49:17,8.0
1701,Conventional/Fixed Scheduling,9468.0,31.1,30.933333333333334,4.0,Legumes_Grains,clay,0.97,http://dx.doi.org/10.1016/0378-4290(94)90002-7,2025-11-25 16:49:17,8.0
1702,Conventional/Fixed Scheduling,8365.0,31.1,30.933333333333334,4.0,Legumes_Grains,clay,0.89,http://dx.doi.org/10.1016/0378-4290(94)90002-7,2025-11-25 16:49:17,8.0
1703,Conventional/Fixed Scheduling,9954.0,31.1,30.933333333333334,4.0,Legumes_Grains,clay,1.16,http://dx.doi.org/10.1016/0378-4290(94)90002-7,2025-11-25 16:49:17,8.0
1704,Conventional/Fixed Scheduling,6854.0,31.1,30.933333333333334,4.0,Legumes_Grains,clay,0.92,http://dx.doi.org/10.1016/0378-4290(94)90002-7,2025-11-25 16:49:17,8.0
1705,Conventional/Fixed Scheduling,9954.0,31.1,30.933333333333334,4.0,Legumes_Grains,clay,1.12,http://dx.doi.org/10.1016/0378-4290(94)90002-7,2025-11-25 16:49:17,8.0
1706,Evapotranspiration-Based,14870.000000000002,36.61666666666667,10.1403,64.0,Wheat,clay,2.8,http://dx.doi.org/10.1016/j.agwat.2003.09.002,2025-11-25 16:52:18,8.0
1707,Deficit/Partial Irrigation,14012.0,36.61666666666667,10.1403,64.0,Wheat,clay,3.0,http://dx.doi.org/10.1016/j.agwat.2003.09.002,2025-11-25 16:52:18,8.0
1708,Conventional/Fixed Scheduling,10250.999999999998,36.61666666666667,10.1403,64.0,Wheat,clay,4.0,http://dx.doi.org/10.1016/j.agwat.2003.09.002,2025-11-25 16:52:18,8.0
1709,Evapotranspiration-Based,12546.0,36.61666666666667,10.1403,64.0,Wheat,clay,2.8,http://dx.doi.org/10.1016/j.agwat.2003.09.002,2025-11-25 16:52:18,8.0
1710,Deficit/Partial Irrigation,11500.0,36.61666666666667,10.1403,64.0,Wheat,clay,3.1,http://dx.doi.org/10.1016/j.agwat.2003.09.002,2025-11-25 16:52:18,8.0
1711,Conventional/Fixed Scheduling,11007.0,36.61666666666667,10.1403,64.0,Wheat,clay,4.0,http://dx.doi.org/10.1016/j.agwat.2003.09.002,2025-11-25 16:52:18,8.0
1712,Evapotranspiration-Based,13622.0,36.61666666666667,10.1403,64.0,Wheat,clay,2.8,http://dx.doi.org/10.1016/j.agwat.2003.09.002,2025-11-25 16:52:18,8.0
1777,Specialized Irrigation Delivery,61688.58,2.933333333333333,101.9,108.0,Vines,loamy sands,10.740839958190918,https://doi.org/10.1016/j.agwat.2008.11.006,2025-11-25 18:24:28,8.0
1778,Specialized Irrigation Delivery,390225.6277499999,2.933333333333333,101.9,108.0,Vines,loamy sands,10.740839958190918,https://doi.org/10.1016/j.agwat.2008.11.006,2025-11-25 18:24:28,8.0
1779,Specialized Irrigation Delivery,16329.329999999998,2.933333333333333,101.9,108.0,Vines,loamy sands,9.742215156555176,https://doi.org/10.1016/j.agwat.2008.11.006,2025-11-25 18:24:28,8.0
1780,Evapotranspiration-Based,5000.0,31.63222,8.15667,412.0,Wheat,silty clay loams,1.17,https://doi.org/10.4236/as.2011.23036,2025-11-25 18:26:14,9.0
1781,Plant or Climate-Based,3900.0,31.63222,8.15667,412.0,Wheat,silty clay loams,0.99,https://doi.org/10.4236/as.2011.23036,2025-11-25 18:26:14,9.0
1782,Plant or Climate-Based,6200.0,31.63222,8.15667,412.0,Wheat,silty clay loams,1.5,https://doi.org/10.4236/as.2011.23036,2025-11-25 18:26:14,9.0
1798,Specialized Irrigation Delivery,36287.4,-6.8,-43.6,170.0,Perennials,sandy loams,10.184436798095703,https://doi.org/10.1016/j.fcr.2016.06.013,2025-11-25 19:11:29,8.0
1873,Plant or Climate-Based,2921.0,19.5,76.0,454.0,Soybean,clay,0.8085,https://doi.org/10.18805/ag.D-4932,2025-11-25 20:28:12,9.0
1874,Plant or Climate-Based,3079.0,19.5,76.0,454.0,Soybean,clay,0.833,https://doi.org/10.18805/ag.D-4932,2025-11-25 20:28:12,9.0
1875,Plant or Climate-Based,3045.0,19.5,76.0,454.0,Soybean,clay,0.8216,https://doi.org/10.18805/ag.D-4932,2025-11-25 20:28:12,9.0
1876,Plant or Climate-Based,2989.0,19.5,76.0,454.0,Soybean,clay,0.7498,https://doi.org/10.18805/ag.D-4932,2025-11-25 20:28:12,9.0
1877,Plant or Climate-Based,3083.0,19.5,76.0,454.0,Soybean,clay,0.7787000000000001,https://doi.org/10.18805/ag.D-4932,2025-11-25 20:28:12,9.0
1878,Plant or Climate-Based,3221.0,19.5,76.0,454.0,Soybean,clay,0.8003,https://doi.org/10.18805/ag.D-4932,2025-11-25 20:28:12,9.0
1879,Plant or Climate-Based,3138.0,19.5,76.0,454.0,Soybean,clay,0.723,https://doi.org/10.18805/ag.D-4932,2025-11-25 20:28:12,9.0
1880,Conventional/Fixed Scheduling,2833.0,19.5,76.0,454.0,Soybean,clay,0.8484999999999999,https://doi.org/10.18805/ag.D-4932,2025-11-25 20:28:12,9.0
1917,Evapotranspiration-Based,2821.34535,7.466666666666667,4.56667,271.0,Soybean,sandy loams,0.595,https://doi.org/10.1186/s40066-015-0030-8,2025-11-25 20:48:04,8.0
1918,Plant or Climate-Based,2558.2617,7.46667,4.56667,271.0,Soybean,sandy loams,0.609,https://doi.org/10.1186/s40066-015-0030-8,2025-11-25 20:48:04,8.0
1919,Plant or Climate-Based,2104.6692,7.46667,4.56667,271.0,Soybean,sandy loams,0.511,https://doi.org/10.1186/s40066-015-0030-8,2025-11-25 20:48:04,8.0
1920,Plant or Climate-Based,1642.00485,7.46667,4.56667,271.0,Soybean,sandy loams,0.389,https://doi.org/10.1186/s40066-015-0030-8,2025-11-25 20:48:04,8.0
1921,Plant or Climate-Based,2095.59735,7.46667,4.56667,271.0,Soybean,sandy loams,0.466,https://doi.org/10.1186/s40066-015-0030-8,2025-11-25 20:48:04,8.0
1922,Evapotranspiration-Based,1378.9212,7.46667,4.56667,271.0,Soybean,sandy loams,0.3,https://doi.org/10.1186/s40066-015-0030-8,2025-11-25 20:48:04,8.0
1923,Plant or Climate-Based,988.83165,7.46667,4.56667,271.0,Soybean,sandy loams,0.2259999999999999,https://doi.org/10.1186/s40066-015-0030-8,2025-11-25 20:48:04,8.0
1924,Plant or Climate-Based,1124.9094,7.46667,4.56667,271.0,Soybean,sandy loams,0.274,https://doi.org/10.1186/s40066-015-0030-8,2025-11-25 20:48:04,8.0
1925,Plant or Climate-Based,635.0294999999999,7.46667,4.566666666666666,271.0,Soybean,sandy loams,0.193,https://doi.org/10.1186/s40066-015-0030-8,2025-11-25 20:48:04,8.0
1926,Plant or Climate-Based,635.0294999999999,7.466666666666667,4.56667,271.0,Soybean,sandy loams,0.251,https://doi.org/10.1186/s40066-015-0030-8,2025-11-25 20:48:04,8.0
1959,Evapotranspiration-Based,4004.0,40.18333333333333,29.066666666666663,100.0,Soybean,clay,0.49,https://doi.org/10.1501/Tarimbil_0000001375,2025-11-25 20:59:01,9.0
1960,Deficit/Partial Irrigation,3910.0,40.18333333333333,29.066666666666663,100.0,Soybean,clay,0.51,https://doi.org/10.1501/Tarimbil_0000001375,2025-11-25 20:59:01,9.0
1961,Deficit/Partial Irrigation,3889.0,40.18333333333333,29.066666666666663,100.0,Soybean,clay,0.52,https://doi.org/10.1501/Tarimbil_0000001375,2025-11-25 20:59:01,9.0
1962,Deficit/Partial Irrigation,3798.0,40.18333333333333,29.066666666666663,100.0,Soybean,clay,0.54,https://doi.org/10.1501/Tarimbil_0000001375,2025-11-25 20:59:01,9.0
1963,Deficit/Partial Irrigation,3793.0,40.18333333333333,29.066666666666663,100.0,Soybean,clay,0.5,https://doi.org/10.1501/Tarimbil_0000001375,2025-11-25 20:59:01,9.0
1964,Deficit/Partial Irrigation,3528.0,40.18333333333333,29.066666666666663,100.0,Soybean,clay,0.5,https://doi.org/10.1501/Tarimbil_0000001375,2025-11-25 20:59:01,9.0
1965,Deficit/Partial Irrigation,3174.0,40.18333333333333,29.066666666666663,100.0,Soybean,clay,0.47,https://doi.org/10.1501/Tarimbil_0000001375,2025-11-25 20:59:01,9.0
1966,Deficit/Partial Irrigation,3687.0,40.18333333333333,29.066666666666663,100.0,Soybean,clay,0.48,https://doi.org/10.1501/Tarimbil_0000001375,2025-11-25 20:59:01,9.0
1967,Deficit/Partial Irrigation,3385.0,40.18333333333333,29.066666666666663,100.0,Soybean,clay,0.47,https://doi.org/10.1501/Tarimbil_0000001375,2025-11-25 20:59:01,9.0
1968,Deficit/Partial Irrigation,3095.0,40.18333333333333,29.066666666666663,100.0,Soybean,clay,0.47,https://doi.org/10.1501/Tarimbil_0000001375,2025-11-25 20:59:01,9.0
1969,Deficit/Partial Irrigation,3554.0,40.18333333333333,29.066666666666663,100.0,Soybean,clay,0.47,https://doi.org/10.1501/Tarimbil_0000001375,2025-11-25 20:59:01,9.0
1970,Deficit/Partial Irrigation,3256.0,40.18333333333333,29.066666666666663,100.0,Soybean,clay,0.44,https://doi.org/10.1501/Tarimbil_0000001375,2025-11-25 20:59:01,9.0
1971,Deficit/Partial Irrigation,2932.0,40.18333333333333,29.066666666666663,100.0,Soybean,clay,0.42,https://doi.org/10.1501/Tarimbil_0000001375,2025-11-25 20:59:01,9.0
1972,Conventional/Fixed Scheduling,1974.0,40.18333333333333,29.066666666666663,100.0,Soybean,clay,0.56,https://doi.org/10.1501/Tarimbil_0000001375,2025-11-25 20:59:01,9.0
1973,Specialized Irrigation Delivery,4263.7695,50.016666666666666,23.75,380.0,Wheat,silt loams,8.823047637939453,https://doi.org/10.1007/s42452-024-06412-0,2025-11-25 21:06:56,8.0
1974,Specialized Irrigation Delivery,4263.7695,50.016666666666666,23.75,380.0,Wheat,loamy sands,8.823047637939453,https://doi.org/10.1007/s42452-024-06412-0,2025-11-25 21:06:56,8.0
1975,Specialized Irrigation Delivery,22679.625,50.016666666666666,23.75,380.0,Roots_Tubers,silt loams,9.825804710388184,https://doi.org/10.1007/s42452-024-06412-0,2025-11-25 21:06:56,8.0
1976,Specialized Irrigation Delivery,22679.625,50.016666666666666,23.75,380.0,Roots_Tubers,loamy sands,9.825804710388184,https://doi.org/10.1007/s42452-024-06412-0,2025-11-25 21:06:56,8.0
1977,Specialized Irrigation Delivery,3175.1475,50.016666666666666,23.75,380.0,Hay,silt loams,9.047075271606444,https://doi.org/10.1007/s42452-024-06412-0,2025-11-25 21:06:56,8.0
1978,Specialized Irrigation Delivery,3175.1475,50.016666666666666,23.75,380.0,Hay,loamy sands,9.047075271606444,https://doi.org/10.1007/s42452-024-06412-0,2025-11-25 21:06:56,8.0
1979,Plant or Climate-Based,4354.487999999999,49.0,32.0,150.0,Legumes_Grains,sandy loams,8.823047637939453,https://doi.org/10.2478/heem-2023-0008,2025-11-25 21:13:09,8.0
1980,Conventional/Fixed Scheduling,1044.0,34.310707,-79.747591,42.0,Fibers_Oilseeds,loamy sands,0.16,https://doi.org/10.1016/j.agwat.2019.03.037,2025-11-25 21:15:12,9.0
1981,Conventional/Fixed Scheduling,1084.0,34.310707,-79.747591,42.0,Fibers_Oilseeds,loamy sands,0.1699999999999999,https://doi.org/10.1016/j.agwat.2019.03.037,2025-11-25 21:15:12,9.0
1982,Plant or Climate-Based,1084.0,34.310707,-79.747591,42.0,Fibers_Oilseeds,loamy sands,0.1699999999999999,https://doi.org/10.1016/j.agwat.2019.03.037,2025-11-25 21:15:12,9.0
1983,Conventional/Fixed Scheduling,1318.0,34.310707,-79.747591,42.0,Fibers_Oilseeds,loamy sands,0.13,https://doi.org/10.1016/j.agwat.2019.03.037,2025-11-25 21:15:12,9.0
1984,Plant or Climate-Based,1274.0,34.310707,-79.747591,42.0,Fibers_Oilseeds,loamy sands,0.13,https://doi.org/10.1016/j.agwat.2019.03.037,2025-11-25 21:15:12,9.0
2005,Conventional/Fixed Scheduling,1701.0,40.766666666666666,8.483333333333333,81.0,Fibers_Oilseeds,sandy clay loams,9.08986759185791,https://doi.org/10.1007/s00271-018-0588-6,2025-11-25 21:23:22,9.0
2006,Evapotranspiration-Based,1779.0,33.7,-90.91666666666669,32.0,Fibers_Oilseeds,silt loams,0.1379999999999999,https://doi.org/10.1016/j.fcr.2016.06.003,2025-11-25 21:26:37,9.0
2007,Evapotranspiration-Based,2028.0,33.7,-90.91666666666669,32.0,Fibers_Oilseeds,silt loams,0.1379999999999999,https://doi.org/10.1016/j.fcr.2016.06.003,2025-11-25 21:26:37,9.0
2008,Deficit/Partial Irrigation,1803.0,33.7,-90.91666666666669,32.0,Fibers_Oilseeds,silt loams,0.27,https://doi.org/10.1016/j.fcr.2016.06.003,2025-11-25 21:26:37,9.0
2009,Deficit/Partial Irrigation,2082.0,33.7,-90.91666666666669,32.0,Fibers_Oilseeds,silt loams,0.27,https://doi.org/10.1016/j.fcr.2016.06.003,2025-11-25 21:26:37,9.0
2010,Conventional/Fixed Scheduling,1573.0,33.7,-90.91666666666669,32.0,Fibers_Oilseeds,silt loams,8.594532012939453,https://doi.org/10.1016/j.fcr.2016.06.003,2025-11-25 21:26:37,9.0
2011,Conventional/Fixed Scheduling,1788.0,33.7,-90.91666666666669,32.0,Fibers_Oilseeds,silt loams,8.594532012939453,https://doi.org/10.1016/j.fcr.2016.06.003,2025-11-25 21:26:37,9.0
2012,Evapotranspiration-Based,1779.0,33.7,-90.91666666666669,32.0,Fibers_Oilseeds,silt loams,0.1379999999999999,https://doi.org/10.1016/j.fcr.2016.06.003,2025-11-25 21:26:37,9.0
2013,Evapotranspiration-Based,2028.0,33.7,-90.91666666666669,32.0,Fibers_Oilseeds,silt loams,0.1379999999999999,https://doi.org/10.1016/j.fcr.2016.06.003,2025-11-25 21:26:37,9.0
2014,Deficit/Partial Irrigation,1803.0,33.7,-90.91666666666669,32.0,Fibers_Oilseeds,silt loams,0.27,https://doi.org/10.1016/j.fcr.2016.06.003,2025-11-25 21:26:37,9.0
2015,Deficit/Partial Irrigation,2082.0,33.7,-90.91666666666669,32.0,Fibers_Oilseeds,silt loams,0.27,https://doi.org/10.1016/j.fcr.2016.06.003,2025-11-25 21:26:37,9.0
2016,Conventional/Fixed Scheduling,1573.0,33.7,-90.91666666666669,32.0,Fibers_Oilseeds,silt loams,8.594532012939453,https://doi.org/10.1016/j.fcr.2016.06.003,2025-11-25 21:26:37,9.0
2017,Conventional/Fixed Scheduling,1788.0,33.7,-90.91666666666669,32.0,Fibers_Oilseeds,silt loams,8.594532012939453,https://doi.org/10.1016/j.fcr.2016.06.003,2025-11-25 21:26:37,9.0
2018,Evapotranspiration-Based,11984.0,35.232,-71.442,96.0,Perennials,sandy clay loams,4.26,https://doi.org/10.1016/J.AGWAT.2016.08.017,2025-11-25 21:39:13,9.0
2019,Plant or Climate-Based,10917.0,35.232,-71.442,96.0,Perennials,sandy clay loams,4.64,https://doi.org/10.1016/J.AGWAT.2016.08.017,2025-11-25 21:39:13,9.0
2020,Plant or Climate-Based,7998.0,35.232,-71.442,96.0,Perennials,sandy clay loams,3.73,https://doi.org/10.1016/J.AGWAT.2016.08.017,2025-11-25 21:39:13,9.0
2021,Plant or Climate-Based,7305.0,35.232,-71.442,96.0,Perennials,sandy clay loams,3.68,https://doi.org/10.1016/J.AGWAT.2016.08.017,2025-11-25 21:39:13,9.0
2022,Conventional/Fixed Scheduling,2812.2735,37.41666666666666,-5.95,42.0,Perennials,sandy clay loams,8.916229248046875,https://doi.org/10.1016/j.agwat.2020.106418,2025-11-25 21:40:24,9.0
2023,Deficit/Partial Irrigation,1723.6514999999995,37.41666666666666,-5.95,42.0,Perennials,sandy clay loams,8.916229248046875,https://doi.org/10.1016/j.agwat.2020.106418,2025-11-25 21:40:24,9.0
2024,Deficit/Partial Irrigation,3084.429,37.41666666666666,-5.95,42.0,Perennials,sandy clay loams,8.916229248046875,https://doi.org/10.1016/j.agwat.2020.106418,2025-11-25 21:40:24,9.0
2025,Conventional/Fixed Scheduling,16601.4855,37.41666666666666,-5.95,42.0,Perennials,sandy clay loams,9.768288612365724,https://doi.org/10.1016/j.agwat.2020.106418,2025-11-25 21:40:24,9.0
2026,Deficit/Partial Irrigation,13154.1825,37.41666666666666,-5.95,42.0,Perennials,sandy clay loams,8.946345329284668,https://doi.org/10.1016/j.agwat.2020.106418,2025-11-25 21:40:24,9.0
2027,Deficit/Partial Irrigation,15694.3005,37.41666666666666,-5.95,42.0,Perennials,sandy clay loams,9.768288612365724,https://doi.org/10.1016/j.agwat.2020.106418,2025-11-25 21:40:24,9.0
2028,Deficit/Partial Irrigation,13426.338,37.41666666666666,-5.95,42.0,Perennials,sandy clay loams,8.946345329284668,https://doi.org/10.1016/j.agwat.2020.106418,2025-11-25 21:40:24,9.0
2029,Conventional/Fixed Scheduling,11067.657,37.41666666666666,-5.95,42.0,Perennials,sandy clay loams,8.946345329284668,https://doi.org/10.1016/j.agwat.2020.106418,2025-11-25 21:40:24,9.0
2030,Deficit/Partial Irrigation,8618.2575,37.41666666666666,-5.95,42.0,Perennials,sandy clay loams,8.733600616455078,https://doi.org/10.1016/j.agwat.2020.106418,2025-11-25 21:40:24,9.0
2031,Deficit/Partial Irrigation,12519.153,37.41666666666666,-5.95,42.0,Perennials,sandy clay loams,8.946345329284668,https://doi.org/10.1016/j.agwat.2020.106418,2025-11-25 21:40:24,9.0
2032,Deficit/Partial Irrigation,9525.4425,37.41666666666666,-5.95,42.0,Perennials,sandy clay loams,8.733600616455078,https://doi.org/10.1016/j.agwat.2020.106418,2025-11-25 21:40:24,9.0
2033,Deficit/Partial Irrigation,67131.69,44.8153318,20.4456588,81.0,Vegetables,sandy clay loams,83.6,http://dx.doi.org/10.5513/JCEA01/12.4.960,2025-11-25 21:57:09,9.0
2034,Evapotranspiration-Based,67585.2825,44.8153318,20.4456588,81.0,Vegetables,sandy clay loams,47.6,http://dx.doi.org/10.5513/JCEA01/12.4.960,2025-11-25 21:57:09,9.0
2035,Deficit/Partial Irrigation,50711.6415,44.8153318,20.4456588,81.0,Vegetables,sandy clay loams,63.2,http://dx.doi.org/10.5513/JCEA01/12.4.960,2025-11-25 21:57:09,9.0
2036,Evapotranspiration-Based,53523.91499999999,44.8153318,20.4456588,81.0,Vegetables,sandy clay loams,47.4,http://dx.doi.org/10.5513/JCEA01/12.4.960,2025-11-25 21:57:09,9.0
2037,Evapotranspiration-Based,101287.20525,40.18333333333333,29.066666666666663,110.0,Vegetables,clay,21.2,https://doi.org/10.35193/bseufbd.1188145,2025-11-25 22:15:06,10.0
2038,Deficit/Partial Irrigation,95708.0175,40.18333333333333,29.066666666666663,110.0,Vegetables,clay,22.4,https://doi.org/10.35193/bseufbd.1188145,2025-11-25 22:15:06,10.0
2039,Deficit/Partial Irrigation,61997.0229,40.18333333333333,29.066666666666663,110.0,Vegetables,clay,16.3,https://doi.org/10.35193/bseufbd.1188145,2025-11-25 22:15:06,10.0
2040,Evapotranspiration-Based,100552.3854,40.18333333333333,29.066666666666663,110.0,Vegetables,clay,21.2,https://doi.org/10.35193/bseufbd.1188145,2025-11-25 22:15:06,10.0
2041,Deficit/Partial Irrigation,88804.33965,40.18333333333333,29.066666666666663,110.0,Vegetables,clay,20.6,https://doi.org/10.35193/bseufbd.1188145,2025-11-25 22:15:06,10.0
2042,Deficit/Partial Irrigation,61107.9816,40.18333333333333,29.066666666666663,110.0,Vegetables,clay,16.1,https://doi.org/10.35193/bseufbd.1188145,2025-11-25 22:15:06,10.0
2043,Deficit/Partial Irrigation,62051.454,36.36666666666667,33.916666666666664,97.0,Vegetables,silt loams,28.3,https://doi.org/10.21657/topraksu.339821,2025-11-25 22:24:36,9.0
2044,Deficit/Partial Irrigation,95708.0175,36.36666666666667,33.916666666666664,97.0,Vegetables,silt loams,32.2,https://doi.org/10.21657/topraksu.339821,2025-11-25 22:24:36,9.0
2045,Evapotranspiration-Based,116754.70949999998,36.36666666666667,33.916666666666664,97.0,Vegetables,silt loams,36.8,https://doi.org/10.21657/topraksu.339821,2025-11-25 22:24:36,9.0
2046,Deficit/Partial Irrigation,105052.023,36.36666666666667,33.916666666666664,97.0,Vegetables,silt loams,24.8,https://doi.org/10.21657/topraksu.339821,2025-11-25 22:24:36,9.0
2085,Deficit/Partial Irrigation,7348.198499999999,31.5,31.09,0.0,Wheat,clay,1.6,https://acsess.onlinelibrary.wiley.com/doi/book/10.2134/advagricsystmodel2,2025-11-26 02:13:43,9.0
